content,label,suggested_label,reviewed_label,notes
位置一般，去西湖打车要12块左右，从机场打车过来是84块。。。房间比想象中的好很多，干净细致，没有任何怪味道。被褥也很舒适。空调制冷强劲，有一个网线接口可以免费上网，但是无线上网几乎不行。电梯明亮，房间打扫也很细心周到，每层都有一个报纸栏放当日报纸免费取阅。门童非常有礼貌且敬业，下雨天会打伞为客人开车门，见面都会问好。前台态度也很好，恭恭敬敬，微笑服务，很耐心也很热心。住店过程中发生了一点不愉快的事情，但是这和酒店前台以及服务无关，感觉该酒店的客房部门主管定房以及签单的人员非常的没有素质，携程在这件事里也非主观地扮演了很恶心的角色。但不管如何，事情最终解决的结果我还算满意。而且我对这个酒店也很满意。住着真的是很舒服！,positive,neutral,,
按键设计人性化（没用过只看过的人绝对会说我在吹牛，但是我用过3个小时后就迷上了，绝对比一般的按键好上手，除非你是手指用功能残缺才会有用不到的问题出现（我估计这个机会很低）），其实很多DX都只是凭感觉说话，这对某些事实会非常不公平声音无比伦比，绝对比N机的单声道优美，假如你还是觉得单声道好的化，我建议你有钱都不要买影响，就一辈子用你的N机听过世算了屏幕大：虽然屏幕的亮度是不强但是我有一个问题想问大家，你的N机的亮度是否永远都处于最高亮度的时候呢我相信用手机的人都不会，理由很简单，在白天就算你在最亮的时候，看颜色都绝对不是很清楚（彩屏手机得特点），在黑夜看手机得时候好像看灯泡一样，你会觉得舒服吗，假如有这种情况建议你有空去看一下医生！,positive,neutral,,
特别关注：酒店美其名曰的787梦幻餐厅的服务员用扫地的扫把直接在餐桌上扫剩菜，真是梦幻奇葩了！太恶心了！酒店一般，设施老旧，毛巾浴巾很久，地毯不干净，床单还干净没有异味，房间暖气给力，隔音很差，不过因为地段偏，所以总体安静，过一个晚上没有问题，不过4百多大价格就没有什么性价比了，唯一好的是房间赠送4罐可乐和雪碧免费饮用。此行最后一站，R在酒店的礼品店买小礼物和扇子，东西是地摊货品质，价格却很高，只能呵呵了！早餐很差，没有一样东西是有味道的，特别是稀饭像水，牛奶像水，点心超硬，没有现煮的面粉什么，甚至没有煎蛋。。。。酒店二楼的餐厅出品可以，只是价格稍贵，特别是一壶茉莉茶要38元，而且从头到尾没有来添茶，真是无语的价格和服务了！常人慎入！,negative,neutral,,
我下午5点多去的，告诉我原来订的豪华房已经没有的，说携程只让保留到5点钟。还好，他们房间多，就给升级到其他楼的套间了。因为原来是疗养院改建的宾馆，环境还可以，不过房间的设计就保留着疗养院的风格了，水泥走廊也不铺地毯；房间的门可以看到下面的缝隙，所以隔音效果是没有的。房间里的设施也算不错，该有的都有了，但问题我住的套房只有沙发，没有写字台，看电脑比较费劲，上网要装个猫才行。毛巾太旧了，浴缸是个按摩式的-缺点是按摩功能用不了，洗淋浴还很不便当。有趣的是卫生间里居然好有个小洗衣机-不过对我们出差只呆一天的人来说，也是个摆设。设施和价格比，也算凑合吧，因为现在青岛的酒店都巨贵。这里的优势就象大家评论的，服务--或者说服务态度确实很好！有机会还会来住的，只不过以后要住豪华房试试。,positive,neutral,,
"（1）时尚的外形选择D163,最重要的原因就是他的时尚外形，超薄的机型。特别是后面，设计的很成功，很漂亮！~但是不得不说，他的前面设计的一般，我觉得不是很漂亮。现在很多手机使用导航键，其实最易损坏，163的导航键还是比较合理。总体感受：后面设计十分漂亮，前面感觉马马虎虎，总体上85分吧！（2）性能稳定使用4天来，没有出现过手机死机的情况，观看视频，听音乐卡的操作和手机操作都很流畅，没有出现异常的问题！（3）电池也不错原厂700毫安时的锂电第一次充电后使用了3天，这么薄的电池使用3天我还是比较满意的！（4）性价比不错很高兴看到国产手机一天一天的变好，在此之前国外的大品牌手机我基本上都用过，现在使用的163是我的第一部国货手机，使用4天来感觉不错！另外觉得这个机器性价比目前看还算不错！",positive,neutral,,
先说一点好的，就是设施比较新。下面说不好的：1、位置比较差，在一条胡同里，很多出租车司机不知道。而且胡同口有一块机动车禁止入内的牌子，有些司机不肯开进去的话，行李多的朋友就麻烦了。2、酒店号称免费宽带，但是我住进去的时候却说没有网线了，说一共只有19根网线，我找了多次客房服务和总台都没有办法解决，最后只好给携程打了一个电话，携程帮我联系了以后就有人把网线送来了。怎么评价宾馆的服务呢？就一个字——贱！顺便表扬一下携程。3、我入住的时候是11月初，最低温度是6度，进房间后觉得有点冷，开了空调后觉得没有什么改善，于是打电话给客房服务。他们回答我说空调开了，不过只是送风，如果觉得冷的话把空调关掉会好点，还说不能开热空调，开空调必须要上面统一调度的。这是我碰到过的最烂的服务了。只住了一天，感觉很差，以后不会再考虑这个地方。,negative,neutral,,
"6月底入住瑞和源,有以下几点必须向各位朋友说:1、房间里没有冰箱、吹风机、电热水壶，想喝水必须向服务员要，但是，服务员让你回房间等，一般20分钟后才会送来。一天之内要两次，就会被问，“不是已经送了一瓶了吗？”2、向服务员要电蚊香片，服务员让回房间等，40分钟后再问，还是让回房间等，当时看到服务员正在上网，晕！！！3、早餐太差。面包冰凉向豆腐块，黄油向是过了期，水果更是惨。更不可忍受的是，告诉服务员把牛奶、粥加热以下，居然回答是“不是温的吗，可以喝”。盘子里的水果明明只剩下两块烂香蕉，还是摆了半小时，在外国客人的要求下，上了盘新的，看样子老外面子比我们大，晕！！！4、不是24小时热水，想洗澡必须等到晚上11点以后！！！总之：与它的价格和评星等级，差距太大，位置还可以，但旁边的新月阁风景更好。上边的朋友说房间里有电脑，我怎么没看到？",positive,neutral,,
在网上综合考虑后，并打电话给汉庭，汉庭说靠街边的窗户都换成双层窗户，隔音很好，也有停车场，汉庭极力推荐自己的会员卡，但是我没采纳，还是通过携程订的。1》汉庭给了一个紧靠酒店灯箱广告的房间，电流的低频噪声不是一般的小。也没见到双层窗户，的确是非常吵，一大早，对面一家2元店就开始营业了，郁闷的想下去砸人家店，呵呵2》停车场，唉，正规的停车位只有8个，我出去一趟回来再停时没地了，汉庭的工作人员让我停在对面的小区，说可以报销，我按照他们说的做了，拿了一张5元的发票，到前台报销，前台说等结帐时一起报，第二天结帐时说我的发票兑奖处被我刮过，他们财务规定不能报销，天啊，我都干财务多少年了，这是一张多么正规的发票，竟然不能报，而且前台的服务人员那种不爱搭理的感觉，让人很愤怒，算了，那就把发票撕了，走人吧，还好，俺不缺这5元钱，只是他们的承诺。。。,negative,neutral,,
"缺点也有：1.反映迟钝,作为一款非智能机,而且本身屏幕分辨率并不高,128 X 160,具备如此低下的反应速度有点不可思议.2.屏幕较差,分辩不高,但是NOKIA对屏幕的利用率还是不错,尽量多的显示了信息.3.扬声器素质一般,也有人说很差,这点倒还好说.4.最重要的,两部使用的六天的6070同样存在的问题,打电话时听筒的音质较差,声音发间,在音量开到中上等以上时很刺耳,通话质量远远低于三星S508和N7650.5.照相质量无所谓,但第一次充满电后,第一格电用了一天,剩下的三格也用了一天,有点措手不及,第二次充满电也是,现在正是第三次,希望激活后有点改善,反正待机时间没有我想象的好,我每天通话时间30-50分钟不等,我以前的三星S508还可以撑三天,N8250配1000mAh电池可以撑四天,6070只有两天或两天多一点,没有达到我的预期.",negative,neutral,,
酒店在鹅岭公园附近，重庆市园林局旁，酒店说是商务酒店，可装修却是度假酒店的风格。很多房间外面都有小阳台。房间很宽敞，就是淋浴房渗水太厉害，花洒龙头也在漏水；每天早上睡懒觉，会有人敲门问你有没有衣服洗；早餐很简单，没什么好吃的东西，橙汁是用水兑的，不过是在四楼咖啡厅，有露天用餐区，从四楼咖啡厅凭房卡还可以直接去鹅岭公园，不过有点多此一举，公园本来就是免费的。酒店门口有去市区的中巴，打的去两路口、上清寺等市中心区域，也只是五块钱的起步价，交通应该说还是方便的。离酒店不远、鹅岭公园门口有一家周火锅，价廉物美，非常不错。从机场去酒店的朋友，可以从机场坐机场班车到上清寺下，然后打车去酒店，起步价就可以到。补充点评 2007年7月16日 ： 补充一下，携程价格信息里说酒店送20元的电话费，不是每天送20元，是入住一次送20元。我们入住四天，也只有20块。,positive,neutral,,
"1，买的是中国移动定制的750，所以不知道应该叫他行货还是水货，反正可以在正规的维修点维修。但是原装的电池看起就不正宗，有点像水货。2，实在不喜欢移动定制的那些键 ，本来是发短信的快捷键变成了mo,上移动梦网的快捷键了。3，关机画面也是移动的，实在不喜欢，我想可以把他的文件名改了替换成我喜欢的图片，不过还没有试验。4，听音乐的时候如果有来电，铃声还是从手机里发出来的，音乐倒是中断了，但是我想应该在耳机里也能听得到铃声。5，介绍上讲可以把收音机作为闹钟，的确也可以，但是要将耳机插入，你想想看，我睡觉的时候怎么会把耳机一直放在耳朵里呢？6，如果放音乐的时候，你是用外放的，这时候你把耳机插入，然后按手机左侧的音乐按钮想关闭的话是无效的。反之也是一样。7，发短信的时候每次选字的时候都要用到遥杆，方是方便，但是肯定容易坏，不像有些网友说的还可以用数字健。",negative,neutral,,
1、从外型看，320的设计确实在女士机型中算是一流的。烤瓷技术外壳也不错，我用了一年了，一点都没有磨掉，除了天线上面被我摔了几次磨了一点下来以外，整个机器跟新的差不多，让我同事羡慕不己。2、从质量上看，用了这么久，也没有出过什么问题。中桥的机器听说里面的主板是韩国过来的，感觉上和科健差不多的性质，所以质量在国产机中要算是不错的了，我个人认为比波导好。3、从屏幕色彩上看，也是满不错的，虽然不能和25万色屏相比，不过也比古老的4096色好多了。内屏分辨率也蛮高的。4、从铃声上来说，带一首真人唱歌“IBELIVE”，另外也有好几首时下流行的乐曲，我觉得还是满不错的，应该说是迎合了女性爱完美的心理，不管怎么说，真人唱歌这点在现在也是非常让人有面子的。5、从流戏上来看，较一般机器的什么俄罗斯方块呀，贪吃蛇等要进步多了，虽然真正意义上只有两款游戏，游戏是有些单调，但是还是有那么一点挑战性。,positive,neutral,,
1、N940最大的特点就是能实时接收和收看模拟信号的电视节目，再加上其26万色2.1英寸的大彩屏，屏幕的色彩还原能力非常好，文字的表现也非常细腻，收看电视的效果虽不及在电视上观看，可在手机上能看电视也算是够爽的。2、N940第二大特点是手写输入，这在许多智能手机和PDA上都可以，算不上什么亮点，不过N940的手写笔同时也是电视的天线，二合为一的设计节省了空间。而且从实际使用来看，手写识别率还是比较高的，写得很潦草的字体也能比较准确地识别出来。3、64和弦铃声，由于有扩音器，所以铃声还是比较大的，而且听起来挺悦耳，看电视的时候也是一种享受。4、再值得一提的是N940的TTS功能和1000个联系人的电话簿，TTS功能也即语音功能（我只是这么理解，不知道对不对），阅读的声音比较自然，由于还没有来得及级细用，只用其看电视了~，所以等用后再补上~~~~。1000个电话簿，对于商务人士也是够用的哟。,positive,neutral,,
非常不愉快的一次入住体验，首先中肯的说，酒店位置还可以，卫生也一般，总感觉旧旧的，但是服务！携程跟酒店都存在严重问题，第一：确认预定的时间非常长，至少等了30分钟以上，都到店里，酒店还说没有预定，不知道是酒店还是携程的问题，第二，订的闪住产品，成功入住以后，酒店突然自己打电话到房间，说我自己在携程取消了预定，需要自己下楼再交钱再刷卡！搞什么？明明我没有取消，联系携程，口气很不好的说是我自己取消的，还义正严辞爆出了手机号和取消时间，但是！这个手机号码根本不是我的！我也没收到过取消确认，搞什么？最后才查出来是他们的失误，凭什么要我承担后果？！来来回回耽误半个多小时，午觉都没睡！后来说要申请补偿，下午五点才打电话说给50补偿！但是！都退房了！都没到账！不知道啥态度，另外酒店对此也是冷冷的，不但不积极处理协调，还一直说，找网站找网站！总之，是一次特别不愉快的入住，遇到了特别不负责任的酒店和特别失误的携程工作！！,negative,neutral,,
处于无锡商业街附近，离火车站很近。非常方便。附近的美食店也可步行到达。很方便。房间中规中矩，纯木色装修，很舒服。绿色地毯个人不喜欢，不过也是很多星级酒店的首选。通过携程预定，可以免费上网（50元/天）比较惊喜。另有二个饮料赠送。开心。洗浴小包装味道很好。很喜欢。拖鞋也很漂亮。服务好，行动快。最有意思的是，进门的灯是找不到开关的，打电话询问，回答说，那个灯是应急灯，是关不了的。只能用总电源开关关掉，如果您一定要关闭的话，我们可以让工程部去帮您把灯泡卸下来。可爱死了。笑坏我了。大堂比较小。不过电梯很快。早餐品种还可以，中日西式，日式的味噌汤竟然还可以自己加料，很喜欢。不知不觉写了这么多，总之一句评价：中规中矩，五星标准。位置便利，商务可选。宾馆反馈 2008年8月8日 ： 感谢您对本酒店的支持！最近酒店有新的客房周末促销推出， 我们将一如既往地保持5星级的服务标准， 欢迎您再次下榻， 衷心祝您身体健康， 工作顺利!,positive,neutral,,
酒店位置倒也好找，就在庆春路和中河路高架口上，苏宁电器对面。大堂不大，不过那天人不多，倒也清净。前台check in速度也满快。住9楼标房，朝西，马路上的喧嚣也没什么影响。房间、床铺挺干净的，只是个人感觉床和枕头偏软，不习惯。酒店的隔音不是很好，走廊里的声音稍大些就听得很清楚。晚上刚睡着，几个孩子嬉闹而过，又被吵醒。然后，不知是哪里传来两个男人的对话声，叽叽咕咕的听不清，但也好一会没睡着。浴室的冲淋头是固定的，给宝宝洗澡不方便，对大人倒没什么影响。早餐我没有去吃，但同去的家人说品种不是很多，味道还可以。另外，宝宝午睡时把床尿湿，没来得及叫人来换我们就出去了，晚上9点多回来时，床铺已经换好了，还留了一张字条说明，给人感觉很温馨，在此也感谢酒店的优质服务。第二天退房的速度也很快。补充点评 2007年10月8日 ： 酒店4楼的东南亚风格的餐厅挺有味道的，听说里面的摆设都是老板从印尼买回来的。我们10个人消费了900多元，菜的味道不错，以粤菜为主，只是分量比较少，最后还是使劲吃饭填饱肚子：p,positive,neutral,,
"W800c是一款集通讯，MP3播放和数码相机等功能与一身的索爱强力机型。1.白色的机身,机身周边一圈是橘色,色彩非常的抢眼,是我动心的第一个理由2.开机的时候屏幕就有2个提示,一个是启动手机,一个是只播放音乐,选择非常的方便，而且w800c从手机状态转换到mp3只要按下机器上的walkman标志就可以轻松变身.3.w800c不愧是音乐手机,随身耳塞的设计也非常特别,虽然是专用耳塞,但是从线的中部还可以拆开换上普通的随身听用的3.5mm耳机,这些我的A8可以派上用处了.4.同时w800c还支持外接存储卡.这些再也不用担心机器的内存不够用了.5.W800c支持音乐的后台播放,还有多种音效可供选择.6.w800c的摄象头为200万象素，还具有自动对焦、曝光补偿、白平衡调节、微焦、辅助照明灯甚至自拍功能，几乎数码相机常用的功能w800c都具备了。7.w800c的电池容量为900毫安,可以连续播放音乐18个小时,和普通mp3比也可以算是待机王了.8.目前这款机器的价格已经降到4000了，性价比不错了，可以出手了。",positive,neutral,,
出乎意料，大力推荐的一个酒店。游西海大峡谷的话，绝好的落脚处。我是第三次上黄山，山上潮湿我是知道的。看过本站帖子，已有心理准备。但此酒店房间一点潮湿感觉都没有。电暖器片工作良好（西门子的），房间足够暖和。记得以前来黄山（分别是十年前和二十三年前），也住过800多块的酒店，但被子中感觉似乎是可以拧出水的。我在南方生长过，对潮湿有一定的适应能力，但那时的山上的潮湿，还是让我几近不能接受。不过考虑到当地的环境，是情有可原的。不过这次LP（没怎么出过门的北方人）还是觉得床褥有点“潮”，不过也觉得很不错的。在我看来，所谓的“潮”只是南方天气造成的“凉”而已。北方人不太习惯。洗澡水很好。自带干粮没上馆子，所以对菜品菜价没得发言权了。前台男服务生也挺好的。虽然没有特别热情各感觉，但挺职业并且有问题的话也乐意给予解答。总之这次住宿免去“受潮”之苦，实为意外之喜。要知道，在走了那么多山路之后有个舒服的卧榻是多么幸福的事啊。强烈推荐。（注：当然请各位要上山的朋友们不要拿这里的房价跟其他地方相同房价的房子来比较，我觉得那样比的话就没什么意思了）,positive,neutral,,
携程的宾馆预订，大大不如从前了，价格没有优势，协议的酒店提供的服务跟携程的承诺大打折扣！！！到达酒店的时候，原来预订时的价格是188元，可是到酒店后，酒店临时调整价格到268元（公布价是358元），问我同意不同意？废话，我能同意吗？在入住的时候，就要交房费，以前真没见过。房间的安全性差，没有内锁。因为刚刚装修完，所以，房间设备虽然低档次，但是还算是新的，感觉不是太差。洗涑用品连招待所的都不如，还什么大酒店？管子里出来的是黄黄的水！！！入住的时候，本来说是可以刷VISA卡的，可是刷不了。（不知道有没有真把钱给刷进去？担心）退房的时候，要张发票，不能开，得到很远的另外一个象招待所一样的，所谓的大酒店去开。不过，公布价跟我实际结算的价（预订价）的原因，总体来说，感觉不是特别的差，比起携程的一些其他的协议酒店来说，不是最差的。补充点评 2008年2月17日 ： 本来预订的时候，要求接飞机的，到了北京机场，下了飞机，出了候机楼，根本没有人接飞机。于是自己只能凭以往的习惯去打听，大听到了，那个接飞机的服务员的态度，真TMD的恶劣！不说了。,negative,neutral,,
我本人办的有锦江之星的会员卡，相对来说锦江住的比较多，石家庄的锦江我只住过平安大街店，感觉非常不错，这次是因为平安大街的锦江之星没有商务房了，所以才选择了从未住过的如家。如家，外人的评价一直挺不错的，我就亲身去感受了一下，感觉非常失望。这是我第一次入住如家，不知道是不是这家酒店的使用率太高了，设施都比较陈旧。浴巾的边沿部分都磨烂了，被子也感觉洗了很多次旧旧的。周六外出游玩回来的时候竟然发现浴室的梳子没有更换、香皂没有更换，黄色牙刷的刷头与握柄中间竟然有黑黑的东西，看起来好脏。一般酒店的隔音都不会很好，可是我没想到如家国大店的隔音竟然差到门口塑料袋的摩擦声都可以听得到。而且浴室特别小，唯一比较满意的地方大概就是工作人员的服务了，还不错，总之，我不会再去第二次如家了，太差了，让我很失望，对不起这个价格。补充点评 2008年7月28日 ： 以上评价只代表我和我老公的意见，只把我们入住时遇到的情况写了出来，可能我们遇到的只是个案，不过让我感到失望是真的。另外再补充一点，如家的前台工作人员，穿的花衬衫确实有热带风情，只是感觉很花哨，不喜欢。,negative,neutral,,
我们五一期间去了一次洛阳和郑州，房间机票都是通过携程预定的。决定住拙耕园宾馆，也是看了很多评价以后才决定的。但因为没有特别关照要靠学院的房间，所以给了一个靠马路这边的，而且是靠电梯口的房间，所以感觉不是很安静。宾馆的地理位置是不错，如果要去龙门石窟的话，宾馆对面坐公交车就可以直接到，很方便。我们感觉宾馆的房间不小，但是感觉比较陈旧，地毯上有烟头的洞，洗手间也很旧的感觉。房间里没有小冰箱，而且也不提供水，要喝水得自己烧自来水，很不方便，连一般的连锁酒店也不如的感觉。且开门进房间有股味道，好像很久没有通风的感觉。前台服务员态度比较好，但是check in的速度很慢，我们用护照登记的，两个大人带一个孩子三本护照都要一一填写单子，而且还都要复印，这还是我们出行第一次遇到这样的事情，一般酒店填写一份就行了，护照也不要复印。早餐虽然比较便宜，但是没什么可吃的感觉。我们中午在宾馆餐厅用餐，感觉比较贵，而且吃不完的菜他们就给一个薄薄的塑料袋打包，连一个打包盒子什么的也没有，有点诧异。补充点评 2008年5月8日 ： 怎么给了一个4分，我想打三分的。,positive,neutral,,
第一次见到525的时候，它吸引我之处是因为他下面的键盘，然后再是整部机的风格，感觉挺好的。另外就是它的那些内核。虽然不算是顶级，也还算是中上靠前吧。三个星期前，揣着5000大洋到了香港，刚开始就前往百老汇等店寻找525的身影，然后吓了一跳，到处都是5200港币，真的可能与它无缘了，然后转到永成，一看，喜了！4920港币，一个字，爽。马上我就要了一部，然后就是逛了逛回了深圳。哈哈，该转正题了。我原来用的是818，也用过902。觉得没有键盘真是一大问题。有时坐公车真是麻烦。我原来是用拼音输入的，为了525现在学了两天笔划输入，因为港版本来就带T9笔划输入法（按住*号就可转换）。网上很多朋友都说屏幕移位的问题，我到现在用了三个星期，还没发现这个问题，觉得还是蛮好的，还有就是爽在可以用键盘做一切操作！其他到觉得没什么必要好说的，因为是wm5系统嘛，都差不多一样。还有就是照相功能，个人觉得还是非常不错了！虽然拍照的 时候定的时间要久一点，但是我 觉得不是什么大问题，毕竟不是相机，而且全屏拍摄，清晰度相当不错，再加上有闪光灯，晚上的效果也还可以（因为我对这个没什么追求，嘻嘻）,positive,neutral,,
这家酒店在滨州算是最好的了。整体服务水准还不错。房间一般，没有留下太深的印象，自助餐还可以，值得一吃。,positive,neutral,,
拿着太厚重，一点不小巧.说话声音质量不好，按键也不好用，不能下载铃声，用来用去只是那几个，虽说铃声还算不错，但是总听也会腻,negative,neutral,,
用了一好长时间来的 感觉还可以 虽然没有某果屏幕好 但是基本上还是不错的 挺喜欢的 大小合适拿着也不重 偶尔带着出门也方便 买的4g的偶尔手机流量不够用它共享一下,positive,neutral,,
这个价格，住的感觉一般，没有亮点，跟日月明胜利店比差了好多。无电吹风，不方便。有些前台服务态度不友好。图示标准间只有很少，被分到院子的房间，档次明显降了一个台阶。不过卫生没问题，环境还可以。,negative,neutral,,
酒店服务态度绝对是好的，大堂小姐会提醒天冷加衣服，早餐的时候主动为客户提供及时周到的服务，很不错。但是酒店装修一般，还有隔音效果不好。不过总的来说还是比较满意的，至少在我已经住过的酒店当中算是好的了。,positive,neutral,,
很喜欢这个酒店。服务员都很热情。酒店的外观比较一般，但是房间里面还是不错的，很大很干净，房间里摆放了很多零食用品还有价格单，挺周到的。浴室的热水好像太热了一点，不太容易调冷。就这一个缺点吧。价格还算公道。不错！,positive,neutral,,
"前台服务非常好,到的时候由于开会没有我预定的房间了,自动帮我升级到了套房,房间很干净,酒店整体性价比都很高,只是如果不坐车的话就需要走大概100米的上坡路了哦!不过锻炼身体也是不错的,总的来说很满意,以后还会住的.",positive,neutral,,
服务态度很差，用空单号骗人，催了好几天都不发货，理由一大堆，说是快递公司出了问题，真的等到快递信息出来一看就是没发货，空单号忽悠顾客。奉劝大家别受这个气。裤子质量也一般般，材质摸着是挺滑，但是完全不透气，就像是雨伞那样的材质，穿着很热。,negative,neutral,,
在这个酒店住过至少有四次，进行一下简单的评价：房间的面积比较大，够得上四星的标准，只是有些房间稍旧了点；房间的设施中规中矩，还行，电脑的上网速度还可以；卫生间的花瓣很欣赏，这一点相当不错；客房服务员的态度非常好，很欣赏；总体感觉较好，推荐！！！,positive,neutral,,
我刚买了一个星期不到，但是它的优点真的很多，还算得上是非常值得！mp3不错，送的配件也都够用了，送得联机线不用软件也能与电脑传输得非常棒！屏幕是不错的，照相移动还是很快的，闪光灯真是帮了大忙，最厉害的就是内存卡了，有钱就买个大的，顶了！送32MB也够用了。,positive,neutral,,
酒店环境确实不错，离市中心也近。因航班改期，没有订到相同的房间，我们到时已是半夜，要求两天换到同样的行政楼层，前台小姐很热情的帮我们办理了，还主动帮我们回复了携程，很满意。房间还可以，只是卫生间的淋浴是头顶式莲蓬，相当不便，水流也小。不过在宜昌能有这样的酒店，应该算是不错了。,positive,neutral,,
平板很不错，不太懂漏光拖影什么的，就是用着感觉效果很好，反应很灵敏，清晰度也很棒，开机的声音确实很好听，拍照的话效果一般，但是我主要是用来听网课，所以还是很好用的。平板本身没有贴膜，送了一张膜，但是我手法太烂贴了满屏气泡T^T。快递包装是京东的盒子，而且包装很完好。整体来说非常好，好评好评～,positive,neutral,,
在小米平板3，iPad和华为M3之间犹豫，去小米平板3性价比高，iPad大家都说好用，但个人不喜欢iOS，所以直接选了M3。之前去实体店看过，总得来说还是满意的。首先4+32G的确有点不够用，但不装电影也差不多够了，还有关于选WiFi版还是LTE版就看个人他。2K屏，ppi不高，但也还算细腻。电池中规中矩，不算大，续航也不算很好。最满意的是音质，真的超级满意！,positive,neutral,,
这是我买的第二部星野樱的小说。第一部是《清空万里》。虽然这部不是穿越，但是还是挺不错的一本书，情节很搞笑，作者想的东西是很多人想不到的。虽然如此，但是感觉比《清空万里》差一点点，《清空万里》的细节个人感觉写得很好，很多地方都可以细细的流泻出来，在这一点上感觉《大龙门》欠了一点点。不过无所谓，不影响小说的整体，要是喜欢想《清空万里》这样风格的人，我推荐你耶买买这书。,positive,neutral,,
我已经用了2个多月了，性能不错，稳定，如果要很快速度的话，在这个价位，我想比较难了。不过可以说，这台手提要有的都有了，内存就少一点，所以我另外换了一条2G的内存条。P8400的处理器速度还可以，各个功能部件都十分好用，而且挺轻便的，现在去那都拿着。160G的硬盘还够用，建议大的东西放在移动硬盘。我买了个9芯的电池，续航能力超强，可以达到7-8小时的普通运作，标配的4芯就只能用2个小时多。,positive,neutral,,
这是一个闹中取静的酒店，环境幽雅，交通方便，房间设施处处体现了环保、简约的理念。整体来说，应该是麻雀虽小，五脏俱全！很喜欢！携程的价格给的很公道，个人认为物超所值！比我以往住过的价格高的酒店，更适合游者！如果下次去，还要住那里！补充点评 2008年7月25日 ： 我知道很多人一般都不相信文字的点评。不过没关系，我在我的空间一篇关于“苏州住宿样板”的文章中，上传了一张实地的照片。看看就知道，值不值得住这样的酒店了！地址是：,positive,neutral,,
住的是闽西宾馆新的六号楼~~新楼的装修、房间设施都很好~我开的是标间，房间够大，床也非常舒服，室内的灯光很柔和，窗外的夜景也不错，室内设施比较全，能上网，网速不错（网线可以找服务员要，不过长度只适合在办公桌上用，如果想在床上上网，建议大家带自己的网线）~比较喜欢它的浴室，通常一些宾馆不是淋浴房（太小），就是浴缸（总觉得脏），它的较简单但是感觉舒服，设施配备也比较齐全~~六号楼的早餐不错，是牛奶和糕点之类的~那的自助餐不错，最喜欢三文鱼和生蚝，冰淇淋也很好吃，还可以向厨师点东西~~,positive,neutral,,
实际就是一个加大的华为P10，home键的效果都一样，就是外放的声音有点大，系统很流畅，比我的三星S6 Edge流畅很多，128G也够用了，耳机我个人感觉不像想象中的那么出色，耳机没有噪点，没有杂音，但是低音效果很一般，还原了真实中录音的那种原声效果，平板电池很耐用，充电感觉不快，不得不吐槽一下送那个外壳，正着关不能锁屏，反正居然还要锁屏，什么设计？？？总体来说比较优秀，这个平板是我卖了ipad购进的，就是用来看看直播，看看电影，感觉很不错，就是购入时间太长了，足足11天才到手！6.18购入才2466块，值得入手！,positive,neutral,,
7号晚上到的，9号中午撤的。散布在绿树间的一幢幢俄式两层别墅，环境没的说，幽静，就是知了叫得太起劲（他们要到晚上12点左右才休息，早上6点多就有醒来歌唱的了）。离海边5、6分钟路程。宾馆内的瓦西里酒馆环境更没得说，而且价钱便宜，俄式味道也很地道，就是菜品少了点。因为这里还是外国专家疗养所，所以俄罗斯人比较的多。早餐一般般吧，牛奶比较稀，鸡蛋放的时间比较长，但吃了两天也就适应了。该说些不太满意的地方，房间大概好久都没有人住了，很潮，洗的游泳衣竟然到走也没有干，设施比较古老，但是还是很干净的，服务员很好。总体不错，但觉得除了房价其他的达不到3星的标准。补充点评 2008年8月10日 ： 因为对早餐不太满意，所以没有去餐厅吃过饭。,positive,neutral,,
7月23日-26日住了三晚，338的大床房，床是2米*2米的，超爽，其它房间内设施一般，稍微陈旧了一点，不过影响不大，跟破旧还差得远！整体感觉这个价位还基本可以，不过要是跟酒店四星的牌子比，最多也就是三星标准而已！有一个问题请酒店方注意，不知道我这个是个案还是普遍现象——房间里的电话竟然不能用，连市话都要收费，而且还要交押金后才开通，这点来讲是我在酒店里头一次遇见，确实有点夸张。既然开通，干脆把电话撤了算了，免得看着碍眼。宾馆反馈 2008年8月11日 ： 感谢您选择入住我们宾馆及为我们提出的宝贵意见。对您提出的意见我们也将及时做出整改。我们已向领导反映领导也及时做出批示，以后入住商务房型的客人市内电话一律免费。希望您下次还能选择入住我们宾馆，再给我们提出更多宝贵的意见，只有这样我们宾馆才会不断提升。最后，再次感谢您！,positive,neutral,,
来武汉出差很多次了，这次经朋友介绍，住在海怡锦江大酒店。外表看来的确一般，但住进去后，感觉还不错，小巧精致。首先地理位置好，隔壁就是省政府，早晚出门就可在洪山广场散步，交通非常方便，闹中取静，朋友说这里属于武昌的中心地段。特别喜欢房间里的数字电视还能上网，书桌上还也配了液晶显示屏电脑，网速是我曾经住过的酒店最快的，且不收费，这是让我最满意的。楼下有位朋友说，卫生间太小，其实只是淋浴间不是太大，我这近1.80的个子也还行啊，哈哈。不过我还不喜欢浴缸呢，总让人不放心。携程价格嘛也还行，我在网上比较过，和周边酒店相比还是物有所值的，员工服务素质还行，有机会还会住这里的。酒店的机场大巴经询问大堂经理说，是由于机场大巴路线调整，机场单方面临时取消，酒店方还在努力。但愿酒店努力成功，这样就更方便了。只是房间的地毯有些陈旧，服务员说，酒店马上就要更换了。,positive,neutral,,
