content,label
万万没想到的是一个酒香草头又一次发生了以上事件，一只油爆青虫印入眼帘，这还怎么愉快的吃饭呀，顿时两桌人胃口全无，这下叫来服务员也没用了，直接经理，女经理过来说换一个，也没有主动的说要给我们打折，直到我们说给折扣她才松口88折，因为不想多事，我们跟她说7折就算了，她就出去了。西红柿浇汁莜面卖光了，没吃成，换了一份羊肉的和一份蘑菇的，挺好吃的，但是\\n#五花肉#22一份 肥而不腻 份量够的 真的美味啊 也是必点 不知道说什么了呢\\n#排骨#26一份 也是份量足的 很新鲜 肉多骨头少哦\\n#鱿鱼#18一份 是份量比较少的 但是超级新鲜 很嫩 我们觉得好吃点了两份呢\\n#鸡翅#26一份 肉很多哦 也很入味 只是也是份量较少的一类哦 但是肉很棒的 \\n#菠萝鸡肉串#18一份 一共6串 虽然份量不多 但是味道很特别 值得一试哦 \\n朋友还点了牛排。而这家餐厅的服务 会让你感到非常的不舒服。,neutral
希望真想改进的话提高菜的品质提高性价比，让顾客觉得物有所值，但是【小米粥】也是小碗的，粥做的很稠。,neutral
这边中午是有堂吃的 我挺喜欢去吃的 因为很干净 菜的味道也很OK 我一般每天去吃一个双菇肉片 8块钱 全素是4块 小荤看的 有7块或者8块的 大荤的价钱比较曲线 最贵的我看到有20的 地方不大 米饭三块钱一碗 今天吃了一个番茄炒蛋 很好吃 但是蛋真的好少 好忧伤\\n\\n然后那边还有外卖的 外卖的话 量少 但是价格会便宜一些 我们公司的晚饭也是这家定的 \\n\\n以上 我写不出更多了 是一个用来吃工作午餐的好地方 我已经连续过去吃了一个礼拜了 明天应该还会去吃 希望可以多开发点新菜 别总是那些，不过这样真的好咩 ⊙０⊙ 这是对客人的不尊重，非常的不礼貌哦。,neutral
经常经过中山门公园但是从来没有注意过这家店，店从外面看不小，但是进入以后有一半的空间是操作间，所以座位就不是很多了，结账的时候，收钱的服务员，看胸前名牌应该是一个叫lisa li的长直发马尾加黑框眼镜的女服务员，又开始刁难了我们了，又说不行，只能优惠两位，我们告诉她他们的工作人员说可以优惠三位的，人家非常牛逼的说的，谁和你们说的，但是后来也是没消息了，但是虽然餐厅里面的环境不错，但是在一楼大厅看不到海滩风景。,neutral
居然有新鲜做的豆腐花和现做且赏味期只有五分钟的梳乎厘，但是赞咖喱蟹和汤，尤其鱿鱼处理得很嫩，咖喱蟹配白饭很好吃。东西又贵又不好吃，酸汤锅类的都要168，188，因为我们二个人而且在贵阳吃过亮欢寨酸汤鱼觉得一般所以没点锅，点的炒菜什么猪肉锅仔，酸汤烫菜，那个锅仔肉好硬，酸汤汤菜其实就是白汤里面放了点青菜和豆腐，米饭还要3元，不过我们大概6点钟去到，一直等到7点钟都没人过来点菜，问服务员，居然说大厅没人有空点菜，要点菜就要去海鲜池那里找人点。,neutral
只有几道还行吧，虾饺不如粤珍轩的好，金钱肚炒牛河都不如国花夜茶做的好，味道的话，每一道都很一般很一般，初级水准，都不如我，而且千万要乘热吃。,neutral
再说服务，大姐手重啊，放个菜都感觉要摔了似的~对了，还有一出，当天结完账说门口开票，但和朋友聊着聊着直接就出去了，直到回到家才想起来，第二天就去开，结果告知不给开，争辩了半天，幸好我还留着当时吃饭的图片，这不算，竟然还要我自己承担税点，不过我是在点评上团购的3至4人的套餐，一家三口过来尝尝这里的烤鱼，进到店里服务员很热情的招呼我们坐下，并让我们选择了烤鱼的口味，孩子选了酱香味的，服务员建议加点儿辣味，我之前吃的烤鱼都带辣味，根据经验同意微辣就好，不过简直太超值了，好吧，想想過節，也不要耽誤人家服務員午間休息，那就先買了吧。,neutral
三层小楼的一个门面，外面看不是太特别，推门而入却别有洞天，店内装修风格看得出店主的不走寻常路。我平时不吃鸭掌的，也忍不住吃了很多，但是另外点了火焰牛肉，名字很亮了，但就是用锡纸包的蒜薹牛肉。,neutral
"还大声顶撞，差不多要回骂，不过\\n说说菜：\\n虾饼，又嫩又Q，很好吃，但是\\n\\n位置：南坪辅向路  康德国会山小区 菜市场对面,公交车306路终点站,交通便利还是挺好找的，这次就以这为借口去吃啦。",neutral
\\n吃过的爆炒鸭舌味道很不错，酥脆香嫩，强烈推荐。你们继续这样吧 下次我不会过来吃了。聚会人比较多定了间包厢分了2个桌子，点单的菜品各桌一份，漏单那个厉害啊，不知道是服务员忙不过来还是什么有点乱，而且上菜速度超级慢，从开始到结束大部分时间我们的桌子上是空着的，大家只能聊天干等好不容易来盆菜就一扫而光，然后再进入漫长等待，连上饮料都要催老半天的地方。,neutral
好有大排档的感觉。\\n\\n店面不大，里面就5张桌子，墙上有一张菜单，品种不算特别的多，但作为填饱肚子的选择，已经是很不错的了。对了，在这家吃饭还能拿停车券，挺不错的。,neutral
到这里都很愉快，接下来是重头戏了，来点的应该是店主吧，一小伙，这个脸色啊，跟铁板似的，好像我们欠了他几百万，一百个不耐烦啊，以前喝过这家饮料，还行，位置在广州市场的万国银座楼下，之前来吃过，很地道的广东菜，店内环境不错，六点来的稍微有点早了，过了一会陆陆续续座位就满了，就餐过程中还时不时的有翻台，上次来也是这样，看得出认可的这里人不少。,neutral
服务员验证点评码，等了好久，回来了问我是不是大众点评怎么验证不了，这耽误我上班时间知道么，但是干烧鳝鱼真的是特别赞，不过像我今天点的97块钱菜，足够四五个人吃，最后我想说说这家店的环境，真的很不错，宽敞明亮，人多不显挤。面，不够劲道，非常一般。,neutral
\\n服务：就一位大姐下单，也别要求服务了，收拾都快忙不过来了，然后，就是然后。,neutral
这次点了别的菜，却不敢恭维，但是小身材大味道，是日本豆腐夹虾仁，口感很嫩滑，菜太油了，除了冰草以外真的所有的菜都很油，华贸天地一层新开了一家日本料理店，刚开业的时候打6折去过一次，赶脚巨划算，离得近，就又去了一次。,neutral
经朋友介绍N次的好评，爱好美食胜过一切的我怎么会放过呢。团购中午不能用，这个哪条规定写了，但是咖啡是现磨的，但要加奶的话要问服务员拿，还有些生菜小番茄黄瓜是自己拌沙拉的，之前看到有人评价甜点还是不错的，就去取点蛋糕吧，真的是太失望了，怎么难吃就不形容了居然还有小虫在里面飞来飞去，本想叫服务员来看看，后来想想不高兴去折腾了。,neutral
其实口感个人不喜欢，不过\\n羊肉水饺不好吃。首先说下总体评价，excellent!木屋烧烤是目前餐饮行业里面我感觉最像小米等移动互联网企业运作的。,neutral
不建议去，名不副实，服务态度太差太差。不过，据朋友说，现在晚上也不吵了，找个机会来坐坐，要纸巾跟我说纸巾收费然后就走了，但是虽然菜的价格偏高，但是菜的出品对得起这个价格啊。,neutral
对他家太失望了，再也不会去，不过今天不知道为什么提高了逼格，带我们安排了一家看起来很不错的餐厅，点了椒盐排条、鸡毛菜（和黑木耳炒的）、牛肉锅仔、炸臭豆腐和烤麸，一瓶啤酒，价格是很划算的，这么多就100出头几块钱。,neutral
看完电影决定吃烤鱼，不过凭心而论烤鸭味道尚可，但是这家店的诚信丧失已经无法通过菜肴的口味来挽回了，但是\\n最重要的酱油和芥末都是很一般，不过就性价比黎讲算高，适合对味道要求不高的客人。,neutral
总的来说，内外部装饰没得说，很有格调和意境，菜品味道不错，食材新鲜，味道爽口，但是在这里也感谢当班经理的耐心倾听和及时解决，不过这家新开店位置很好找，乘65路到新鸿南路下车，前行不远就到。,neutral
他家卤菜味道很不错，分店也比较多， 开店的历史也蛮久了，应该有二十多年了吧，但是再说说菜吧，带鱼烧土豆，号称是东海带鱼，可是很抱歉的是被我吃到了广东带鱼特有的两粒像牙齿那么大的白色鳍骨，这是东海带鱼绝对不可能有的，望店家可以诚信经营，其他菜还马马虎虎吧，但是希望店家可以改进。,neutral
路过三坊七巷，门口看着挺高大上，价格也好像不贵，就进去试试，结果发现上当了，先说环境，里面位置很近，大家经常要拼桌坐，空调不足，这么拥挤的位置只能让人吃的一身汗，但是踏进这个古老的山东菜馆，感觉像穿越了，装修有点陈旧，不过配上它的大号倒是相得益彰，但是当时就想飙脏话。,neutral
这家店在十六铺老码头的位子挺好的，前面露台正好可以眺望黄浦江，最近天气可真的是好，蓝天白云漂亮的让人就想出门走走、聚聚，不过暑假去湖州旅行。菜品还好但是老板和她弟弟都是凶悍的人，随时可能冲上来和你干架。同事下午3点去排队拿号，由于我们人多（10个人左右），他大台很少，没有让我们轮号，叫我们晚上7点半过去。,neutral
店的整体装修风格很有特点，干净整洁，渔家风格，但是我们是来开心吃饭，不是来吵架的。米饭3元一碗，茶位2元每位，但是\\n\\n之前买了购物卡，问了一下是没有期限的都可以用，刷卡的时候也很快，并没有因为是用卡的就另眼相待。,neutral
周末去南京泡温泉，第一次来到六朝古都南京当然要去逛逛南京著名的夫子庙，不过差点还忘了，这家店以网络不好拒绝客人刷卡消费，在服务那里扣一星。从太湖雷迪森的背面可以一直沿着湖边走到渔人码头。然后点的鹅啊，牛腩啊那些，感觉都是做好之后加热的，加热也没关系主要味道还是可以的。,neutral
到东京的吃货话可以去尝尝，味道蛮不错的，点了五个菜，香茅焖鸡，日本豆腐，软壳蟹卷，虾头膏炒通菜，菠萝炒饭，埋单169。,neutral
环境还可以，有免费Wi-Fi，以为是家逼格很高的饭店，就进来吃了，容器也非常靓丽，内衬淡蓝色，让人视觉清凉，对肥肉瞬间降低了抵抗力。,neutral
今天自己骑电动车去第一市场买海鲜还有水果，途径龙记烤鸭店，好像之前在点评上看过，说他家的烤鸭好吃，于是就来这里解决中午饭，服务员说烤鸭必须要1斤以上卖，所以点了一斤烤鸭，还点了一份扬州炒饭，店里中午好忙，服务员都奔来奔去的…一会儿我们的烤鸭就上来了，都是现切的，烤鸭吃起来味道还不错，就是皮要是脆的就好了，酱汁也不错，烤鸭很快就吃完了，扬州炒饭也端上来，点的大份的，真的超级大份，两个人吃都嫌多，味道也还可以，有机会下次再来吃，奶油蘑菇的芝士咸香，好邪恶哈哈，但是和家人晚上去，家人反映也是：菜太少了，那饮料一会就没了，要靠抢的。,neutral
位置在太古里的二楼 挨着绿茶不远 位置非常好找。以后不会再来，服务管理太不合格了，等你们整理好再考虑吧。,neutral
蜜汁鸡排，第一口感觉还不错，不过再多吃两口感觉肉质就不太行了，感觉吃起比较老，而且外皮也不酥脆，哎~~~\\n\\n环境：装修还是很不错，有种小资酒吧的感觉，大大的窗户，\\n头盘选的大力水手沙拉，确实实在，好多块烤三文鱼，还有虾仁，上面撒的松子仁香香的，味道很赞，我的炒面也吃不下了 . 出门看到他们玻璃腰部的一张广告粘纸 写了4个醒目的大字。,neutral
主要是冲着披萨去的，看上去报萨的确不错，烤制得到位，品种有两三种，要了水果报萨，店员推荐奶香片，及大理石土司，也买了些，披萨品尝后感觉的确不错，水果味浓，不过客户的时间和油钱你们给报，不过今天和朋友来这家西餐厅小聚，从门面上看一家非常有情调的西餐厅，上了二楼，古香古色的家具映入眼帘，环境很有小资情调，适合约会聚餐，但是\\n\\n最后我就上图吧，给广大食客看看他们的烧出来的香锅里还有个啥，高蛋白，贝爷来了都撅倒。,neutral
"这家店位置太偏了,坐车要做很久，可能是为了迎来送往，提升名气吧，不过人真的好多，但是这不是霸王消费吗。吃完一份后感觉意犹未尽，又来了一份旁边当地人吃的拌粉和一碗老汤，还好听店主的话上的是热的拌粉，真有点吃不惯，感觉没有老汤粉好吃，幸好没点凉的拌粉，老板还是很负责的，直接告诉我外地人肯定吃不惯，但是如果用3张券的话饮料餐具纸巾等就要另外付现金。",neutral
这商家做起点名头质量就下降可不是好兆头，但是您们这是黑店吧，点贵的就控制成本拖时间不给上。,neutral
商家的营销手段很成功，希望准备去吃的人可以看到我这段肺腑之言，不要再有人跟我一样上当，如果要排队真的没必要，不值得，不过一份事业始于兴趣那固然美好，但发于心和爱，似乎更纯粹一些，但是这家店在万达三楼，新店开业，处处人爆满，走路人挤人的。,neutral
团购的888的套餐，加点了一壶菊花茶（￥40），其苦无比，居然还有虫，不过不喜欢海胆，螃蟹腿所以没点。,neutral
但是本次用餐十分不满意，不过这个15一只。之前来山城每次感觉都很好～服务员热情～店长贴心～这次来简直大反转，但是海鲜菜基本都是蒸的。,neutral
焦溜丸子味道还可以，不过是酸甜口，量很少，也是半盒，不过正因为这个菜我没让服务员加量，也逃过一劫，没有给里面一堆花椒的机会，不过而且经常换花样，不过看点评很多DP推荐，刚好不知道吃啥，就来这家了，但是\\n牛肉炒饭里是牛肉沫，有点筋费点牙，但是是真牛肉，量不多但是很香。,neutral
吃来吃去还是甜品最给力。\\nBY THE　WAY　锅包肉尚可，至于菜品，大家都说了很多，海鲜就两字，新鲜。,neutral
特别是个别服务员，服务态度极其恶劣，让消费者有股将鞋抽上脸的冲动，菜单上是海蟹上来以后竟然是大闸蟹，不过他家做的烤鸭很好吃。椰蓉椰奶混合得一层一层很柔软细腻。,neutral
四，环境比较小资，服务员收拾餐盘很及时，态度也好，但是（西湖楼的饭后点心必须是大肉包大肉包大肉包，之前一直叫这家的外卖，卷和三明治还不错的。可以吃完虾涮菜，没什么可涮的，就点了两锅虾，麻团，酸梅汤。,neutral
感觉又在家门口发现一个好地方，新开不久，让人感觉良好。图片看着好吃，实际吃了之后非常一般，真的真的很容易腻，芝士排骨就开始服务员帮你卷的好吃，等自己卷的时候，芝士已经煮焦了，变硬了，非常难吃，就和吃橡皮擦一样。烤鸭片好后，就在一边放着，服务员在聊天，也不端上来，本着绅士风度，反正也还有其他菜吃，等会儿吧，结果之后最无语的一幕发生了，擦桌布直接进盘了，是可忍孰不可忍，质问店员，简单一句对不起，还很不情愿，叫经理来，没人理，服务员假装听不见，只能吼了，终于过来说给换，留了个心眼，上新的再端走旧的。,neutral
不过自己人吃味道可以就好了。简直不能形容这家店有多差，不过环境服务都非常好的一家店，我更看重他们的露台，每个露台的座位边上都有一个小烤炉一点都不会觉得冷，大冬天坐在外面看着江景聊聊天感觉非常好，《生牛肉》非常新鲜口感也是非常OK.《鹅肝》不管去到哪里都是必点的一道菜，这里的鹅肝做了非常嫩配菜也是非常入味，提子作为鹅肝的配菜还是第一次尝试很有新意，越是用餐高峰越是能看出一家餐厅的实力。,neutral
另外点了迷你牛肉披萨：说是披萨就是碎牛肉末加点点芝士放在考过的脆饼之中，我觉得味道一般，不该脆饼的口感有点类似过年吃的翻饺，只是烤过的不油腻稍微酥脆一点而已，大堂经理更糟糕，我说开空调，她就摆张臭脸说，再说也没用，中央空调，叫谁也没用，但是帝王蟹，硕大无朋，霸气外露，但是也正因为如此，很难驾驭。,neutral
但是喝不惯苏打水的人不适合喝，但是\\n【烤春鸡配碳烤有机鲜蔬】这个要重点推荐，所谓中的外脆里嫩就是这种口感吧，春鸡外面涂的酱料很甜，适合我们上海人的口味，\\n【自制夏日饮品】服务员说就是一开始端上来的两杯柠檬水….好吧，我看到别的亲去吃有酸梅汤的说…\\n【自制传统意式提拉米苏】真的超级迷你一个，不过其实也没啥胃口了，吃完正好中和一下嘴巴里的味道，提拉米苏放久了会有点出水，不知道是什么原因，独特的质感让人感觉是在吃甜甜的肉，再来一口迷你泡芙，为这次晚餐画上较为完美的句号，都新鲜又便宜。瞬间高大上了。,neutral
五大一小吃了三百三，用闪惠还有优惠，不过生炒菜心口感很差，菜也不够新鲜爽脆。最吸引是一蚊一斤虾，我开始以为很细只，但是出乎意料真的不小而且很新鲜，白灼都几鲜美。,neutral
卧槽，整件事情下来让我觉得，我当初就不该那么好心，反而自取其辱找不痛快，烧排骨，也是一大特色，真的超大块，配把刀自己切，偏甜，和小伙伴约好下次再走一个。,neutral
\\n服务员脸拉多长搞得我跟欠它钱似的。哈哈~这家店请到你真是运气蛮好的，但是还送了长寿面。,neutral
上来就感觉好赞，但是这次，我们参加的爱尔兰咖啡的制作活动，完全免费，而且还提供了芝士蛋糕，提拉米苏，布丁，小麦家的面包和果子李的进口水果，两个人吃了120，看似一般，其实价格算是很贵，不过清蒸鲈鱼，鱼非常小，而且酱油味道好重，偏咸。,neutral
22元一碗，好吃不贵，但是看我们两个小姑娘就可以撒火发泄取乐，不过进门前等待验证时，当时只有一个工作人员，前面有两组人，大家都在排队，后来又来了一个工作人员，排在我后面的人直接过去验证后，便进入了餐厅，但是\\n\\n清炒海南水芹：虽然说食材无分贵贱，不过同属芹菜科的它跟一般的香芹、西芹又有些不一样。,neutral
很喜欢伤心凉粉，冰凉爽口，凉皮和着青瓜丝、花生碎，香，但是它家有隐形消费，不告诉你。,neutral
不喜欢還有口水鸡觉得肉好柴的不喜欢!糖粥的味道還不错就是一碗粥要6元還是小贵的。\\n（−＿−，但是好吃，价格也实惠，很划算哦，豆腐很好吃，就是有点咸。,neutral
粉蒸肉很好吃，外面的糯米非常入味，肉汁因为长期蒸煮全部被米吸收了进去，肉也酥香可口，但是他们是很少吃的，而且也大多宣称不喜欢吃，那个不是饭之类的论调，但是，我可是超级喜欢烧烤呀! 来这里是一位领导的千金强力推荐的，说他们同学几个没事的时候常来这里，这里种类全，味道好，而且这里很干净，吃着也卫生，来过一次之后就觉得，真心是来对了，但是就说给退了完事。,neutral
再说到服务员，很熱情亲切，整个用餐过程很舒服开心，第一次和小伙伴吃了之后感觉环境味道都还不错，所以第二次带了另外的朋友来，没想到完全不尽人意。还有校园大排吃不出来是什么口味的，肉很柴，非常难吃，\\n烟熏三文鱼。,neutral
舒服极了，以后希望店家多些活动，可以让我们喜欢日本料里，喜欢居酒屋的顾客多多去支持，很棒的感觉，很不错的店，不过这与两家鼎足而立，并且瓜分竞争快餐市场的局面有异，但是但是好心情还是给破坏了。,neutral
刚进门看装修确实不错 但是 少了农家乐的气息 这家装修有点远离农家乐的含义了 我们在门口的左边看到有圈圈里面养的鸡，除了好看，其他全完了，不过本来想点羊肉，更怕吃不完，然后某个中年阿姨就说你还没点素，我就点了酸辣土豆丝，结果她没写。,neutral
呵呵，今天没时间和他们玩，但我再也不会去这种无良商家去吃饭了，但是点了招牌的【花开盛夏】其基座为卡布基诺➕奶泡➕蔗糖，表面撒上蔓越梅和坚果粒，颜值很高，外观的确有惊艳到我，\\n【整体】环境尚可，服务尚可，口味一般，最后使用团购代金券还不给开发票，赤裸裸的偷税漏税啊，不会再去。,neutral
金橘切了口也是可以把汁挤在调料里的，还有一碟绿辣椒。田螺鸭掌中的鸭掌炖的不太够，有点硬，不过来平阳街这的福尚轩，地方很好找离万里大酒店不远。,neutral
老婆想吃火锅，因太原街陈渝元火锅店修路停车不便，在大众点评网查到这家陈火锅（皇姑店）说是陈渝元火锅加盟店，网上有陈渝元火锅店老总宣传照片，以前在陈渝元火锅二楼就餐时也看见过海报宣传皇姑分店，信心满满，开车导航30分钟到达（白鹤大冷面正对面)，进店点餐，锅底鸳鸯加辣（加五元），部分菜品可点半份，菜品上齐，（手擀面上错桌，服务员没有半点言语解释直接上桌拿走），火锅开，不香不辣，黄喉变质有臭味，手切鲜牛肉咬不动，老婆十分不开心，赶紧埋单163元，（点餐基本一样，比陈渝元火锅贵20元）回来想了想，菜品半盘半价3、4元以为便宜，在陈渝元一盘5、6元，商家好会算计，陈渝元火锅牌子就这样被加盟店砸了，特意提一下这家陈火锅店居然还卖烤串哦，不过不早去很多都卖光光。,neutral
但服务真心差，领班当着客人训斥服务生，服务人员缺乏职业训练----吃到后面要一碗米饭像是乞讨：先去服务台给别桌结账----等。玩回来的当天，男票接我去吃的这家，可能是有点晚，到了后点了两个想吃的都没有了，其实也才8点钟，根本不算晚吧，提拉米苏没有了，香煎的那个小馒头也没有了，真不知道什么都没有还开店干嘛，原来在八里台开的二楼吃出了蟑螂，结果公司同事和他们打起来了，这家店虽然没蟑螂，但是有沙子，不过因为口渴，先点了一杯柠檬汁，这叫一个好喝，酸爽的感觉真好。,neutral
臭豆腐9米 最喜欢吃这个 很棒啊  本身就带咸味的豆腐 沾辣椒的 虽然也喜欢有酱油和葱花的那种 但这个也不错，但是\\n再说味道，也很一般，出品同还比不上绿茵阁之类的，服务员也不够，但是今晚吃的一桌菜，十个人也就才吃掉三分之二，真心浪费啊，J经理介绍，我们吃的这一桌是他们家的年夜饭，是888的，还有688，1088的好几种档次，想预订他家年夜饭的小伙伴一定要抓紧哦。,neutral
我本来想单点一份沙拉，服务员还好心的提醒我套餐里面有份小的沙拉，建议我们吃一吃再考虑要不要沙拉，但是鱼是服务员推荐的鱼刺少的，肉质还好，就是土腥味太重了，我们吃的是不加辣，选辣味的话土腥味应该不会这么明显，不过给各位旅游的亲一个忠告，千万不要来这家，不过\\n菜分量适中，2到3人100左右就可以吃的很好，适合朋友聚会家庭聚餐。,neutral
\\n青咖喱海鲜煲，在芭蕉亚洲也吃过这道菜，没有悦贡处理的绝妙。俩人随便吃吃，20元很好很满足，唯一一点儿，只能付现金，但是之前在老银泰吃过菲滋，觉得性价比味道都很好，这次跟朋友去银泰城就选择了菲滋，点了沙朗牛排和菲力牛排，还有一份田园沙拉。,neutral
菜类的凉点还好，肥腰羊肉这种吃完真心难受。而且还要16元一份，量不算多，同一班靓女预约好时间过来整emoji表情?，店铺交通方便，地铁林和西b出口对面中石化大厦佳兆业广场二楼。,neutral
这上面的鸡翅，味道一级棒。刚打开盖子就合上了，而且蛋糕放在上面不稳，很容易掉。吃海鲜最重要是新鲜。,neutral
在百盛后面的巷子里不算很难找，但是\\n＃小料＃四个人有麻酱也有蒜泥香油，都不错的说，不过结果等吃完结账的时候戏剧性的一幕又发生了。牛奶饭，味道不错，要了冷的，就是量有点缩水，不够吃丫。,neutral
巧克力榛仁味道的，第一炖晚饭点的土鸡锅仔、九华石鱼、石耳炒土鸡蛋、香干水芹、干炒野生小鱼、笋干烧肉，菜口味超赞!老板娘还是有资质的导游，熟知九华山景区历史人文，第二天又给做了我们导游，更为暖心是我们下山途中，按我们的预订，她已经打电话安排好了饭菜，有老鸡汤、石耳炒鸡蛋、泥鳅煲、野生小鱼等，使我们一回到店里就吃饭，节省了我们的时间，当坐下好好参加他家的装修，我那刻更看出老板是多么喜欢三国，无论是贴纸还是菜谱名都是关于三国的，老板是多么迷恋三国呢。,neutral
自始至终没道歉，费用要五折，我们不同意，最后给了50块钱，不过鸡肉不要煮太久老了不好吃的，肉质比较结实，嫩嫩的滑滑的还不错，上午提前打电话定了包房，二十多块钱的服务费，但是\\n【融化鹅肝】18元，很精致，真心好吃，第一次尝试，有一种很难说的奇妙感觉，入口即溶，但也回味无穷。,neutral
不好吃的鸭子，而且肉都没怎么片下来，都留在鸭架子上做椒盐去了，结果盘子里都是油油的鸭子皮，问了还说是特色，天啦噜，烤鸭店居然说为了卖鸭架子的哦……感情这家店是前门鸭架王啊。而事实上真心不错，口水鸡上来，鸡肉就是冰的，浇了点辣油，味道感觉特别油腻，手抓饼端上来就是个凉的，量也特别少。,neutral
家人宴请，说这家的料理师是日本人，所以期望很高，但是冷面南瓜粥大酱汤还可以，不过家里亲戚过六十大寿 可以加菜 量还不错 上菜速度也OK 印象比较深的是八宝鸭 和油爆虾 其他都比较普通 上的海参发得牢牢大 一口吃下去 全部是福尔马林的味道 这种口味真心很无语 \\n最无语的是 包间一共三桌 后来走了2桌朋友 亲戚的主桌想要静下来慢慢吃 忽然冲进来十几个服务员开始乒乒乓乓收盘子碗筷了 时间才只有8点半啊 难道这里一买单就收盘子嘛 然后寿星只好把菜打包了 带回家吃 问服务员你们为什么这么早进来 说自己马上要下班了 我们说客人还没吃好啊 他说 我们下班了呀...叫他们找经理 说不在 也是蛮好笑的...这种店要不是为了照顾家里老人交通方便 自己是不会定的 最多只能骗骗游客的..。\\n服务态度也很好，很热情。,neutral
而且我完全没有吃出任何奶油的味道，不过电梯直达25楼，出电梯就看到很大的标志，但是很后悔这次的选择，希望此店提升服务质量。,neutral
黄岛景区附近一家比较大的餐厅。但是不推荐，因为量太少，价钱贵，不过最后上的粤式小点心好吃、水果也很新鲜。,neutral
其实吃了好多，只是拍了几样，\\n结账时发现没有发票哦，说是后面来取，但是推荐 ，比好多家的新鲜，又没味道北极贝甜虾感觉都\\n铁板牛舌，有点腥，不建议点。,neutral
\\n虾滑，一上来就有服务员帮忙下锅，很Q，很鲜美，但是这是什么情况，第一次碰到这样坑爹的狗逼火锅店，难怪生意那么差。油料分为香油料和清油料，按自己口味再加其他不同配料，有20余种，还有凉菜和水果免费实用，但是进了店里，工作人员们都在忙，我们几个自己找位子坐下，可能由于外送多，我们坐下之后很久很久也没有员工来询问我们。,neutral
可能是我期待太高了吧，芝士也就是奶酪味不并浓郁。木瓜芦荟煮鱼肚一样清汤寡水，没几口干的，不过首先原材料就很新鲜，然后无论是味道还是外形，都不输其他家。,neutral
先从好的地方说吧，要了烤鸡心，味道不错，腌的比较入味，这里的包间还有一个很好的地方，只要是包间，都会把酱料帮你打好，用小碗装了，放在一边，就不用在出去调酱料了。,neutral
粗卷做的没有其他餐厅的量大，但是真的有做到一口一个，也不易散，很像日本厨师长的做法，肉丁比较紧实，量也不算少。,neutral
一进门印象就不好，中午12:39，大厅没人的，站了一会儿，总算有个女的服务员来了，也不领位子，先点菜吧，这个女的服务员全程无表情无热情，凑活点完再三关照蟹烧粉丝煲不要放辣辣宝宝吃的，结果上来还是爆辣无比，只好退掉重新再炒，再炒的那份不舍得放油啊，粉丝干的来，没法吃。种类倒是应有尽有，咖啡\\茶奶茶\\果汁\\冰沙\\汽泡水等也就是应有尽有。喜欢辣味的朋友们可以去尝尝哦。,neutral
两个人一块都没吃完，是用电档炉炸出来的，炸猪排好薄，但是朋友说已经是周边比较厚的了，不过因为吃着比较腻大概四个人吃没问题吧，另外她们家服务员挺多的，但是好像都好闲，在一边聊天，感觉一般般，所以这家店铺只能给2分。,neutral
\\n还很喜欢他家的烤羊排，牛大骨，我们这一帮童鞋们吃了一大堆肉肉，哎，又要回去减肥了，嘿嘿.......不过每次在美食面前我们就缴械投降了，谁让我们爱吃肉肉呢，到手一尝，居然真是牛油果榨汁，配上牛奶，很好吃啊，不过可是今天这顿饭我是真心吃的很不舒服的。,neutral
金汤娃娃菜汤汁浓郁，上面还加了栗子，深深的感觉到厨师没把坐大厅的客人放在心上。,neutral
\\n第五道是烧味拼盘，但，这道菜的水准实在是刷新了牛仔骨的下限了，烧味的皮都是软软面面的，像吃的隔夜菜，包括本应该酥脆的烧肉，但是香茅草烤罗非鱼还是最爱，鱼肉鲜美入味，咸香适口，趁热吃最好，不过非常不愉快的一次就餐。,neutral
第一次中奖吃霸皇餐，感觉有点新鲜哦，非常坑爹的店，强烈不推荐。,neutral
值得推荐，最后因为赶时间，所以甜点大包了，不过是某个周六中午去的，就在意大利风情街仓桥家上面。,neutral
唯一不足停车位很少。冲着他们家好味道或是听说他们家好吃的想尝试的还是不要吃了……第一次来吃是刚开业没几天的时候……很犹豫的进去吃了…当时感觉很好吃，很惊艳……第二次感觉还是很好吃的……那个时候店人比较少……都是老板娘自己送外卖的，后来又吃了几次，由于店里的生意好了，外卖多了，感觉很忙很乱，菜的味道也没有以前好了，今天吃的时候饭是夹生的，黄焖鸡感觉像家里热的剩菜的感觉，汤粘粘的感觉，不像开始的时候清亮清亮的，，总体是变成不值得特意去吃的东西了，本人是每个月会马鞍山看牙都会特意从人民医院去的，以后应该不回去了，冲着他们家好味道的吃货还是不要吃了……，但是\\n首先，酒店大堂一开门就正对着一个大水族馆，圆柱型的，好多鱼，好气派啊。,neutral
\\n忘记照相了。明虾煲这道菜和肉蟹煲的区别就是主菜是虾，但是绿茶在北京开到第三家之后，我们就常去，菜量大，价格不高，人也热情的和自己哥们似的。,neutral
